NOMREG;NOMDEP;ANNEXE;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES
BRETAGNE;ILE ET VILAINE;;MusÇe Saint-Nicolas;15, Rue Pasteur;35506;VITRE;0299750454;0299740826;site de l'office du tourisme;1er janvier, dimanche de PÉques, 1er novembre et 25 dÇcembre;Ouvert du 1er octobre au 31 mars de 10h30 Ö 12h15 et de 14h Ö 17h30 le vendredi, samedi et le dimanche de 14h Ö 17h30 et du 1er avril au 30 septembre de 10h30 Ö 12h30 et de 14h Ö 18h30 tous les jours;
BRETAGNE;ILE ET VILAINE;;MusÇe du ChÉteau;Place du ChÉteau;35506;VITRE Cedex;0299750454;0299740826;site de l'office du tourisme;1er janvier, dimanche de PÉques, 1er novembre et 25 dÇcembre;Ouvert du 1er octobre au 31 mars de 10h30 Ö 12h15 et de 14h Ö 17h30 le lundi, du mercredi au samedi, et le dimanche de 14h Ö 17h30 et du 1er avril au 30 septembre de 10h30 Ö 12h30 et de 14h Ö 18h30 tous les jours;
BRETAGNE;MORBIHAN;;EcomusÇe de Saint-DÇgan;;56400;BREC'H;0297576600;0297575226;www.ecomusee-st-degan.fr;1er et 11 novembre, 24, 25 30 et 31 dÇcembre;Ouvert de fÇvrier Ö fin novembre, et vacances scolaires de Noâl du lundi au vendredi de 14h Ö 17h30 et certains dimanches selon programme d'animations, en juillet et aoñt tous les jours de 10h Ö 19h;
BRETAGNE;MORBIHAN;;MusÇe de PrÇhistoire J. Miln- Z. Le-Rouzic;10, Place de la chapelle;56340;CARNAC;0297522204;0297526404;www.museedecarnac.com;janvier, 1er mai, 25 dÇcembre;Ouvert d'octobre Ö fin mars de 10h Ö 12h30 et de 14h Ö 17h, d'avril Ö  juin et septembrede 10h Ö 12h30 et de 14h Ö 18h, en juillet-aoñt tous les jours de 10h Ö 18h;
BRETAGNE;MORBIHAN;;EcomusÇe de l'◊le de Groix;Port-Tudy;56590;ILE DE GROIX;0297868460;0297865651;http://ecomusee.groix.free.fr;Jours fÇriÇs;Ouvert de mai Ö septembre tous les jours de 9h45 Ö 12h30 et de 14h Ö  18h, d'octobre Ö novembre et avril du mardi au dimanche de 9h45 Ö 12h et de 14h Ö 17h, de dÇcembre Ö mars le mercredi, samedi et dimanche (sauf vacances scolaires du mercredi au dimanch;
BRETAGNE;MORBIHAN;;EcomusÇe Industriel des Forges;Mail Franáois Giovannelli;56650;INZINZAC-LOCHRIST;0297369821;0297369822;www.inzinzac-lochrist.fr/Ecomusee-des-Forges.6681.0.html;Janvier, fÇvrier;Ouvert d'avril Ö octobre. En avril, mai et octobre du lundi au vendredi de 10h Ö 12h et de 14h Ö 18h, en juin et septembre du lundi au vendredi de 10h Ö 12h et de 14h Ö 18h et le dimanche de 14h Ö 18h, en juillet-aoñt du lundi au vendredi de 10h Ö 18h30,;
BRETAGNE;MORBIHAN;;MusÇe du Faouât;1, Rue de Quimper;56320;LE FAOUET;0297231527;0297233674;www.museedufaouet.fr;Mi octobre Ö fin mars;"Ouvert du 1er avril au 17 juin puis du 1er juillet au 14 octobre.
Ouvert en Avril, mai, juin, septembre et octobre du mardi au samedi de 10h Ö 12h et de 14h Ö 18h, le dimanche de 14h Ö 18h, les jours fÇriÇs de 10h Ö 12h et de 14h Ö 18h. En juillet-aoñt t";
BRETAGNE;MORBIHAN;;MusÇe de la Compagnie des Indes;Citadelle de Port-Louis;56290;PORT-LOUIS;0297821913;0297824288;http://musee.lorient.fr;1er mai, mi- dÇcembre au 31 janvier inclus;Ouvert du 1er fÇvrier au 30 avril du mercredi au lundi de 10h Ö 12h30 et de 14h Ö 18h, du 2 mai au 31 aoñt tous les jours de 10h Ö 18h30, du 1er septembre au 15 dÇcembre du mercredi au lundi de 13h30 Ö 18h;
BRETAGNE;MORBIHAN;MusÇe National de la Marine de Paris;MusÇe National de la Marine;Citadelle de Port-Louis;56290;PORT-LOUIS;0297825672;0297821728;www.musee-marine.fr/port-louis;16 dÇcembre au 31 janvier, 1er mai;Ouvert de mai Ö aoñt tous les jours de 10h Ö 18h30 et de septembre Ö avril du mercredi au lundi de 13h30 Ö 18h;
BRETAGNE;MORBIHAN;;MusÇe de la RÇsistance Bretonne;Les Hardys-Behelec;56140;SAINT-MARCEL - MALESTROIT;0297751690;0297751692;www.resistance-bretonne.com;Week-end de la semaine 45 Ö la semaine 50 en 2009;Ouvert de janvier Ö mars et de novembre Ö dÇcembre du jeudi au dimanche de 10h Ö 18h, du 1er avril au 14 juin et du 21 septembre au 31 octobre du mercredi au lundi de 10h Ö 18h30 et du 15 juin au 20 septembre tous les jours de 10h Ö 18h30;
BRETAGNE;MORBIHAN;;MusÇe du ChÉteau de Suscinio;;56370;SARZEAU;0297419191;0297417501;www.suscinio.info;24, 25, 31 dÇcembre et 1er janvier;Ouvert d'avril Öseptembre e 10h Ö 19h, en octobre, fÇvrier, mars de 10h Ö12h et de 14h Ö 17h, de novembre Ö janvier de 10h Ö 12h et de 14h Ö 17h;
BRETAGNE;MORBIHAN;;MusÇe d'Histoire et d'ArchÇologie de Vannes;"ChÉteau Gaillard
2, Rue NoÇ";56000;VANNES;0297016300;0297016301;;Octobre Ö mars;Ouvert d'octobre Ö mai tous les jours de 13h30 Ö 18h et de juin au 30 septembre tous les jours de 10h Ö 18h;
BRETAGNE;MORBIHAN;;La Cohue, MusÇe des Beaux-Arts de vannes;9 et 15 Place Saint-Pierre;56000;VANNES;0297016300;0297016301;;25 dÇcembre, 1er janvier;Ouvert de  juin au 30 septembre tous les jours de 10h Ö 18h, du  1er octobre au 31 mai tous les jours (sauf fÇriÇs) de 13h30 Ö 18h. A partir de juin 2015, le musÇe est ouvert tous les jours;
CENTRE;CHER;;MusÇe du Berry;"Hìtel Cujas
4, Rue des Aränes";18000;BOURGES;0248578115;0248265224;site de la ville www.ville-bourges.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 dÇcembre;Ouvert du mercredi au lundi de 10h Ö 12h et de 14h Ö 18h;
CENTRE;CHER;;MusÇe Estäve;"Hìtel des Echevins
13, Rue Edouard Branly";18000;BOURGES;0248247538;0248242948;Site de la ville : www.ville-bourges.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 dÇcembre;Ouvert du mercredi au lundi de 10h Ö 12h et de 14h Ö 18h;
CENTRE;CHER;;MusÇe d'Histoire Naturelle Gabriel Foucher;Parc Saint-Paul;18000;BOURGES;0248653734;0248698998;www.museum-bourges.net;1er janvier, 1er mai, 1er novembre, 25 dÇcembre;Ouvert tous les jours de 14h Ö 18h et pendant les vacances scolaires de la zone B et de 10h Ö 12h et de 14h Ö 18h tous les jours;
CENTRE;CHER;;MusÇe des Arts DÇcoratifs;"Hìtel Lallemant
5, Rue de l'Hìtel Lallemant";18000;BOURGES;0248578117;0248265224;Site de la ville www.ville-bourges.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 12h et de 14h Ö 18h;
CENTRE;CHER;;MusÇe des Meilleurs Ouvriers de France;Place Etienne Dolet;18000;BOURGES;0248578245;0248650077;Site de la ville www.ville-bourges.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 12h et de 14h Ö 18h;
CENTRE;CHER;;MusÇe Emile ChÇnon;10-12, Rue de la Victoire;18370;CHATEAUMEILLANT;0248614924;0248614924;http://museechenon.e-monsite.com;;Ouvert hors saison le lundi de 14h Ö 17h, du 1er fÇvrier au 31 mai mercredi de 10h Ö 12h et du 1er octobre au 17 dÇcembre jeudi, vendredi samedi de 10h Ö 12h et de 14h Ö 17h, du 1er juin au 30 septembre tous les jours de 10h Ö 12h et de 14h Ö 18h;
CENTRE;CHER;;MusÇe du ChÉteau Charles VII;Place du GÇnÇral Leclerc;18500;MEHUN-SUR-YEVRE;0248570071;;http://www.ville-mehun-sur-yevre.fr/Le-ChÉteau;De novembre Ö mi-mars;Ouvert en mars, avril, octobre le samedi et dimanche de 14h30 Ö 18h,  en mai, juin, septembre du mardi au dimanche de 14h30 Ö 18h, en  juillet - aoñt tous les jours de 14h30 Ö 18h30;
CENTRE;CHER;;MusÇe Saint-Vic;Cours Manuel;18200;SAINT-AMAND-MONTROND;0248965520;0248821091;www.ville-saint-amand-montrond.fr;1er janvier, 1er mai, 25 dÇcembre;Ouvert du 1er avril au 30 septembre du mercredi au vendredi de 10h Ö 12h et de 14h Ö 18h, le samedi, dimanche et jours fÇriÇs de 14h Ö 18h, du 1er octobre au 31 mars du mercredi au vendredi de 10h Ö 12h et de 14h Ö 17h, le samedi, dimanche et jours fÇriÇs;
CENTRE;CHER;;MusÇe Municipal;11, rue de la SociÇtÇ Franáaise;18100;VIERZON;0248711094;0248718044;www.ville-vierzon/musee.html;janvier Ö mi-fÇvrier;Ouvert de mai Ö septembre du mardi au dimanche de 14h Ö 18h et le samedi de 10h Ö 12h, d'octobre Ö avril du mardi au samedi de 14h Ö 17h 30 et samedi de 10 Ö 12h;
CENTRE;EURE ET LOIR;;MusÇe Bonnevallais;Rue des Ecoles;28800;BONNEVAL;;;;;;
CENTRE;EURE ET LOIR;;MusÇe des Beaux-Arts;"Direction des Affaires culturelles
29, Cloåtre Notre-Dame";28000;CHARTRES;0237904580;0237904590;www.ville-chartres.fr ou www.musees.regioncentre.fr/defaulttest.php;1er janvier, 1er & 8 mai, 1 & 11 novembre, 25 dÇcembre;Ouvert du mercredi au samedi de 10h Ö 12h30 et de 14h Ö 18h, le dimanche de 14h Ö 18h du 2 mai au 31 octobre, de 10h Ö 12h30 et de 14h Ö 17h du 1er novembre au 30 avril;
CENTRE;EURE ET LOIR;;MusÇum des Sciences Naturelles et de PrÇhistoire;5 bis, Bd de la Courtille;28000;CHARTRES;0237884386;0237234199;site de la ville : www.ville-chartres.fr ou http://perso.wanadoo.fr/samnel.museum/;;Ouvert durant les vacances scolaires du lundi au vendredi de 14h Ö 18h, hors vacances scolaires le mercredi et dimanche de 14h Ö 17h. Accueil des groupes sur rendez-vous toute la semaine;
CENTRE;EURE ET LOIR;;Conservatoire du Machinisme et des Pratiques Agricoles;1, rue de la RÇpublique;28300;CHARTRES-MAINVILLIERS;0237841500;0237365558;www.lecompa.com;;Ouvert du mardi au vendredi de 9h Ö 12h30 et de 13h30 Ö 18h, samedi, dimanche et jours fÇriÇs de 10h Ö 12h30 et de 13h30 Ö 19h;
CENTRE;EURE ET LOIR;;MusÇe des Beaux-Arts et d'Histoire Naturelle;3, rue Toufaire;28200;CHATEAUDUN;0237455536;0237455446;www.ville-chateaudun.fr ou www.musees.regioncentre.fr;1er janvier, 1er mai et 25 dÇcembre;"Ouvert d'octobre Ö mai du lundi au vendredi, de 9h30 Ö 12h et de 13h30 Ö 17h, et, les week-ends et jours fÇriÇs, de 14h Ö 17h
de juin Ö septembre du mercredi au lundi de 9h30 Ö 12h et de 13h30 Ö 18h. Ouvert Çgalement le mardi en juillet et aoñt";
CENTRE;EURE ET LOIR;;MusÇe d'Art et d'Histoire Marcel Dessal;5-7, Place du musÇe;28100;DREUX;0237501861;0237467207;www.musees.regioncentre.fr - site de la rÇgion;Les 15 derniers jours de dÇcembre - Jours fÇriÇs sauf 14 juillet;Ouvert du 1er avril au 1er octobre du lundi au dimanche et du 1er octobre au 31 mars du lundi au vendredi, le premier dimanche du mois de 14h Ö 18h;
CENTRE;EURE ET LOIR;;MusÇe Marcel Proust;"4, rue du Docteur Proust
B.P. 20025";28120;ILLIERS-COMBRAY;0237243097;0237243097;http://perso.orange.fr/marcelproust/;15 dÇcembre au 15 janvier, 1er mai, 1er & 11 novembre;Ouvert de mi-janvier Ö fin juin et de septembre Ö mi-dÇcembre  du mardi au dimanche de 14h30 Ö 16h -t en juillet-aoñt visite supplÇmentaire Ö 11h;
CENTRE;EURE ET LOIR;;MusÇe du ChÉteau Saint-Jean;Rue du ChÉteau;28400;NOGENT-LE-ROTROU;0237521802;0237291204;www.ville-nogent-le-rotrou.fr/html/art_cult/musee/collec.htm;1er janvier, 1er mai, 1er novembre,  25 dÇcembre;Ouvert du mercredi au lundi de 10h Ö 12h et de 14h Ö 18h de mai Ö octobre et de novembre Ö avril de 10h Ö 12h et de 14h Ö 17h;
CENTRE;EURE ET LOIR;;MusÇe Farcot;2, Place Farcot;28700;SAINVILLE;0237246006;0237246315;mairie.perso.fr/sainville/index.htm;;;
CENTRE;INDRE;;MusÇe de la Chemiserie et de l'ElÇgance Masculine;"Rue Charles Brillaud
BP 154";36200;ARGENTON-SUR-CREUSE;0254243469;0254244192;http://chemiserie.cc-argenton.fr;24 au 31 dÇcembre, Janvier, du 1er au 14 fÇvrier;Ouvert du 15 fÇvrier au 30 juin et du 1er septembre au 23 dÇcembre du mardi au dimanche de 9h30 Ö 12h et de 14h Ö 18h, juillet-aoñt lundi de 14h Ö 18h30  et du mardi au dimanche de 10h Ö 12h30 et de 14h Ö 18h30;
CENTRE;INDRE;;ChÉteau MusÇe;31/33 Rue Hersent Luzarche;36290;AZAY-LE-FERRON;0254392006;0254392006;www.chÉteau-azay-le-ferron.com;FermÇ du 12 novembre au 29 mars;Ouvert du 30 au 31 mars, d'avril Ö juin, septembre tous les jours de 10h Ö 12h et de 14h Ö 18h, en juillet-aoñt tous les jours de 10h Ö 18h30, d'octobre au 11 novembre de 10h Ö 12h et de 14h Ö 17h30;
CENTRE;INDRE;;MusÇes de ChÉteauroux - Hìtel Bertrand;2, Rue Descente-des-Cordeliers;36000;CHATEAUROUX;0254611230;0254611231;www.chateauroux-metropole.fr - Site de la ville;Janvier et jours fÇriÇs sauf 14 juillet, 15 aoñt et 1er novembre. D'octobre Ö dÇcembre pour le couvent des cordeliers et sur rdv toute l'annÇe pour la maison des ATP;"Ouvert du mardi au dimanche d'octobre Ö mai de 14h Ö 18h et de juin Ö septembre de 10h Ö 12h et de 14h Ö 18h, le week-end de 10h Ö 12h30 et de 14h Ö 18h.
Le Couvent des Cordeliers est ouvert lors des manifestations ou expositions et la maison des ATP sur";
CENTRE;INDRE;;MusÇe de l'Hospice Saint-Roch;"23, Rue de l'Hospice Saint-Roch
B.P. 150";36100;ISSOUDUN Cedex;0254210176;0254218856;www.issoudun.fr;1er mai, 1 & 11 novembre, 24 au 26 dÇcembre 31 dÇcembre au 31 Janvier;"Ouvert du 1er octobre au 30 dÇcembre et du 1er fÇvrier au 30 avril du mercredi Ö dimanche de 10h Ö 12h et de 14h Ö 18h, 
 du 2 mai au 30 septembre lundi et mardi de 14h Ö 18h et mercredi Ö dimanche de 10h Ö 12h et de 14h Ö 18h";
CENTRE;INDRE;;MusÇe George Sand et de la VallÇe Noire;71, Rue Venìse;36400;LA CHATRE;0254483679;0254483679;Site de la rÇgion ou www.pays-george-sand.com;Janvier, 1er mai, 25 et 26 dÇcembre;Ouvert du mercredi au lundi en fÇvrier, mars, novembre, dÇcembre de 14h Ö 17h, avril, octobre de 14h30 Ö 18h30, mai, juin, septembre de 10h Ö 12h et de 14h Ö 18h30, le dimanche de 14h Ö 18h30, et en juillet-aoñt tous les jours de 10h Ö 12h et de 14h Ö 18h;
CENTRE;INDRE;;MusÇe de GÇologie RÇgionale;;36600;LANGE;0254000442;0254408009;;;;
CENTRE;INDRE;;MusÇe Ornithologique (EcomusÇe de la Brenne);ChÉteau Naillac;36300;LE BLANC;0254372520;0254286949;Site de la rÇgion centre;Janvier, 11 novembre et 25 dÇcembre;Ouvert du 25 mars au 30 juin et septembre du mardi au dimanche de 14h Ö 18h, juillet-aoñt tous les jours de 10h Ö 12h30 et de 14h Ö 18h, du 1er octobre au 31 dÇcembre du mardi au dimanche de 14h Ö 17h30;
CENTRE;INDRE;;MusÇe ArchÇologique d'Argentomagus;"""Les Mersans""
B.P. 6";36200;SAINT-MARCEL;0254244731;0254241170;www.argentomagus.com ou www.argentomagus.cc-argenton.fr;du 24 dÇcembre au 1er janvier inclus et durant les trois premiäres semaines de janvier;Ouvert du 1er septembre au 30 juin du mercredi au lundi de 9h30-12h et de 14h-18h et en juillet-aoñt tous les jours;
CENTRE;INDRE ET LOIRE;;MusÇe de la poste;6, Rue Joyeuse;37400;AMBOISE;0147570011;;;;;
CENTRE;INDRE ET LOIRE;;MusÇe de l'Hìtel de Communes;"60, Rue Concorde
B.P. 247";37402;AMBOISE Cedex;0247234742;0247231980;Site de la ville www.ville-amboise.fr;1er octobre au 30 juin exceptÇ du 14 au 22 novembre;Ouvert du mercredi au lundi de 10h Ö 12h30 et de 14h Ö 18h du 15 juin aux journÇes du patrimoine. Le reste de l'annÇe ouvert pour les groupes sur demande;
CENTRE;INDRE ET LOIRE;;Le Carroi, MusÇe d?Arts et d?Histoire;44, Rue Haute-Saint-Maurice;37500;CHINON;0247931812;0247934090;www.chinon-histoire.org;;Ouvert du mercredi au lundi du 1er mai  au 15 septembre de 14h30 Ö 18h30, du 20 fÇvrier au 30 avril et du 16 septembre au 11 novembre du vendredi au lundi de 14h Ö 18h;
CENTRE;INDRE ET LOIRE;;"""Maison MusÇe"" RenÇ Descartes";29, Rue Descartes;37160;DESCARTES;0247597919;0247597220;www.ville-descartes.fr/pratique/f_pratique.htm;1er mai, 1er novembre;Ouvert de 14h Ö 18h du mercredi au lundi en basse saison, de 10h Ö 12h et de 14h Ö 18h en haute saison;
CENTRE;INDRE ET LOIRE;;MusÇe de PrÇhistoire du Grand Pressigny;ChÉteau du Grand-Pressigny;37350;LE GRAND PRESSIGNY;0247949020;0247949960;www.prehistoiregrandpressigny.fr;1er janvier, 25 dÇcembre;Ouvert du mercredi au lundi d'octobre Ö mars de 10h Ö 12h30 et de 14h Ö 17h et le dimanche et jours fÇriÇs de 10h Ö 17h et d'avril Ö fin juin et septembre tous les jours de 10h Ö 18h et en juillet-aoñt tous les jours de 10h Ö 19h;
CENTRE;INDRE ET LOIRE;;MusÇe Lansyer;1, rue Lansyer;37600;LOCHES;0247594821;0247590545;Site de la rÇgion centre ou http://www.lochesentouraine.com;1er novembre au 31 mars;Ouvert d'avril Ö juin et septembre, octobre du mercredi au dimanche de 10h30 Ö 12h30 et de 14h Ö 18h, de juin Ö aoñt tous les jours de 10h30 Ö 12h30 et de 14h Ö 18h;
CENTRE;INDRE ET LOIRE;;MusÇe du Terroir;;37600;LOCHES;;;;;;
CENTRE;INDRE ET LOIRE;;MusÇe de l'Hìtel de Ville;1, Place du MarchÇ;37120;RICHELIEU;0247581013;0247581642;www.ville-richelieu.fr;1er janvier, 25 dÇcembre;Ouvert du 2 janvier au 1er avril 2015 et du 12 novembre au 31 dÇcembre du lundi au vendredi de 10h Ö12h et de 14h Ö 17h, et du 2 avril au 30 septembre le lundi et du mercredi au vendredi de 10h Ö 12h et de 14h Ö 18h;
CENTRE;INDRE ET LOIRE;;MusÇe Balzac;ChÉteau de SachÇ;37190;SACHE;0247268650;0247268028;www.musee-balzac.fr;1er janvier, 25 dÇcembre;Ouvert d'octobre Ö mars de 10h Ö 12h30 et de 14h Ö 17h, d'avril Ö juin et septembre de 10h Ö 18h et en juillet-aoñt de 10h Ö 19h;
CENTRE;INDRE ET LOIRE;;MusÇe Municipal;Place du ChÉteau;37800;SAINTE-MAURE-DE-TOURAINE;0247656620;0247340428;www.sainte-maure-de-touraine.fr;MusÇe fermÇ provisoirement;Ouvert en 2014 pour JEP et deux expositons;
CENTRE;INDRE ET LOIRE;;MusÇe du SavignÇen;10, Faubourg Rue;37340;SAVIGNE-SUR-LATHAN;0247249514;;www.museedusavigneen.com;Janvier et fÇvrier;Ouvert de mi-mars Ö mi-juin et de mi-septembre Ö mi-novembre les samedis, dimanches et jours fÇriÇs de 14h30 Ö 18h, de juillet Ö mi-septembre du mercredi au lundi de 14h30 Ö 18h;
CENTRE;INDRE ET LOIRE;;EcomusÇe du VÇron;80, Route de Candes;37420;SAVIGNY-EN-VERON;0247580905;0247580615;www.cc-cvl.fr/ecomusee/;1er mai, 1er et 11 novembre;Ouvert du 16 fÇvrier au 31 mai lundi, mercredi au vendredi de 10h Ö 12h30 et de 14h Ö 18h, week-end et jours fÇriÇs de 14h Ö 18h, de juin Ö septembre du lundi au vendredi de 10h Ö 12h30 et de 14h Ö 18h week-end et jours fÇriÇs de 10h Ö 12h30 et de 14h Ö 1;
CENTRE;INDRE ET LOIRE;;MusÇe Rabelais;Maison de la Deviniäre;37500;SEUILLY;0247959118;0247958937;www.musee-rabelais.fr ou site du conseil gÇnÇral;25 dÇcembre et 1er janvier;Ouvert tous les jours en juillet-aoñt de 10h Ö 19h, d'octobre Ö mars du mercredi au dimanche de 10h Ö 12h30 et de 14h Ö 17h, d'avril Ö juin et septembre du mercredi au lundi de 10h Ö 12h30 et de 14h Ö 18h;
CENTRE;INDRE ET LOIRE;;MusÇum d'Histoire Naturelle;3, Rue du PrÇsident Merville;37000;TOURS;0247641331;;www.museum.tours.fr;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 dÇcembre;Ouvert du mardi au vendredi de 10h Ö 12h et de 14h Ö 18h, samedi, dimanche de 14h Ö 18h, le lundi est rÇservÇ aux scolaires;
CENTRE;INDRE ET LOIRE;;MusÇe des Beaux-Arts;18, Place Franáois Sicard;37000;TOURS;0247056873;0247053891;www.mba.tours.fr ou www.musees-regioncentre.fr;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 dÇcembre;Ouvert du mercredi au lundi de 9h Ö 12h45 et de 14h Ö 18h, et de 9h Ö 18h pendant les expositions temporaires;
CENTRE;INDRE ET LOIRE;;MusÇe des Vins de Touraine;"Cellier Saint-Julien
16, Rue Nationale";37000;TOURS;0247610793;0247216890;site de la ville;;;
CENTRE;INDRE ET LOIRE;;MusÇe du Compagnonnage;"Cloåtre Saint-Julien
8, Rue Nationale";37000;TOURS;0247216220;0247216890;www.museecompagnonnage.fr;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 dÇcembre;Ouvert du 2 janvier au 15 juin du mercredi au lundi de 9h Ö 12h30 et de 14h Ö 18h, du 16 juin au 15 septembre tous les jours de 9h Ö 12h30 et de 14h Ö 18h et du 16 septembre au 31 dÇcembre du mercredi au lundi de 9h Ö 12h30 et de 14h Ö 18h;
CENTRE;INDRE ET LOIRE;;MusÇe de l'Hìtel GoÅin;"25, Rue du Commerce
B.P. 1105";37011;TOURS Cedex;0247662232;0247663294;Site du conseil gÇnÇral;;;
CENTRE;INDRE ET LOIRE;;MusÇe de Minerve;Place du MusÇe;37290;YZEURES-SUR-CREUSE;0247942654;0247944332;;;Ouvert d'avril Ö octobre de 8h Ö 18h tous les jours;
CENTRE;LOIR ET CHER;;MusÇum d'Histoire Naturelle;"""Les Jacobins"" 
Rue Anne de Bretagne";41000;BLOIS;0254742100;0254902101;www.ville-blois.fr;1er janvier, 1er mai, 1er novembre, 25 dÇcembre;Ouvert du mercredi et samedi de 10h Ö 12h et de 14h Ö 18h, le dimanche de 14h Ö 18h et pendant les vacances scolaires (toutes zones) du mardi au samedi de 10h Ö 12h et de 14h Ö 18h, et le dimanche de 14h Ö 18h.;
CENTRE;LOIR ET CHER;;ChÉteau MusÇes de Blois;ChÉteau de Blois;41000;BLOIS;0254903333;0254903330;www.chateaudeblois.fr;1er janvier et 25 dÇcembre;Ouvert tous les jours de janvier Ö mars de 9h Ö 12h30 et de 13h30 Ö 17h30. Du 1er avril au 30 juin et en septembre de 9h Ö 18h30, du 1er juillet Ö aoñt de 9h Ö 19h, et octobre de 9h Ö 18h.;
CENTRE;LOIR ET CHER;;Maison de la Magie;1, Place du ChÉteau;41000;BLOIS;0254552626;0254852628;www.maisondelamagie.fr;17 avril, 1er et 8 mai, 5 juin;Ouvert  du 7 avril au 23 septembre et du 27 octobre au 11 novembre 2012 tous les jours de 10h Ö 12h30 et de 14h Ö 18h30;
CENTRE;LOIR ET CHER;;MusÇe de la Corbilliäre;ChÉteau de la Corbilliäre;41500;MER;0254817021;0254817021;;;Ouvert durant les expositions temporaires mercredi, samedi et dimanche de 14h Ö 18h et en juillet-aoñt du mercredi au dimanche de 10h Ö 13h et de 14h Ö 18h;
CENTRE;LOIR ET CHER;;Atelier MusÇe Louis Leygue;106, Rue des Venages;41100;NAVEIL;0254772613;0254894358;;;Ouvert quatre apräs-midi dans l'annÇe (2 en juillet et  2 en aoñt). Permanence assurÇe par le personnel du musÇe Vendìme;
CENTRE;LOIR ET CHER;;MusÇe de Sologne;"Moulin du Chapitre
B.P. 147";41206;ROMORANTIN-LANTHENAY Cedex;0254953366;0254953360;www.museedesologne.com;Les 1er janvier, 1er mai, 25 dÇcembre;Ouvert du 2 janvier au 31 dÇcembre de 10h Ö 12h et de 14h Ö 18h dimanche et jours fÇriÇs de 14h Ö 18h;
CENTRE;LOIR ET CHER;;MusÇe ArchÇologique;Hìtel de Ville;41140;THESEE;0254714020;0254713728;www.musees.regioncentre;;Visites guidÇes Ö 11h15 et Ö 16h, tous les week-end et jours fÇriÇs de PÉques au 30 septembre;
CENTRE;LOIR ET CHER;;MusÇe de Vendìme;Cloåtre de la TrinitÇ;41100;VENDOME;0254772613;0254894358;www.vendome.eu/intro/1p1e-421-musee-vendome.html-vendome.html ou www.musees.regioncentre.fr;1er janvier, le 1er mai, le 25 dÇcembre;Ouvert du 1er avril au 31 octobre du mercredi au lundi de 10h Ö 12h et de 14h Ö 18h et du 1er novembre au 31 mars le lundi et du mercredi au samedi de 10h Ö 12h et de 13h30 Ö 17h30;
CENTRE;LOIRET;;MusÇe Municipal ThÇÉtre Forain et ArchÇologique;Quartier du Paradis;45410;ARTENAY;0238800973;0238804803;www.musee-theatre-forain.fr;;Ouvert du 1er juillet au 31 aoñt de 10h Ö 12h et de 14h Ö 18h - et du 1er juin au 30 septembre de 14h Ö 17h.;
CENTRE;LOIRET;;MusÇe Daniel Vannier;"Hìtel de Ville - Service patrimoine
20, Rue du Change";45190;BEAUGENCY;0238446264;0238464037;site de la rÇgion ou www.patrimoine-beaugency.fr;;;
CENTRE;LOIRET;;MusÇe de la Marine de Loire;"Ecuries du ChÉteau
1, Place Aristide Briand";45110;CHATEAUNEUF-SUR-LOIRE;0238468446;0238464101;www.chateauneuf-sur-loire.com ou www.musees-centre.com;1er janvier, 1er mai, 25 dÇcembre;Ouvert du mercredi au lundi du 1er avril au 31 octobre de 10h Ö 18h et du 1er novembre au 31 mars de 14h Ö 18h;¯
CENTRE;LOIRET;;MusÇe d'Art et d'ArchÇologie;2, Faubourg Puyrault;45230;CHATILLON-COLIGNY;0238926406;0238960944;http://www.ifrance.com/chatillon-coligny;;Ouvert du 1er avril au 30 septembre du mardi au vendredi de 14h Ö 17h30, samedi et dimanche 10h Ö 12h et de 14h Ö 17h30 et du 1er octobre au 31 mars samedi de 9h Ö 12h et de 14h Ö 17h30;
CENTRE;LOIRET;;MusÇe International de la Chasse;"ChÉteau de Gien
B.P. 99";45503;GIEN Cedex;0238676969;0238380732;www.chÉteau-gien.com;25 dÇcembre et en janvier;Ouvert du 1er fÇvrier au 31 mars et du 1er octobre au 31 dÇcembre de 14h Ö 17h et du 1er avril au 30 juin et du 1er au 30 septembre de 13h30 Ö 18h, en juillet/aoñt tous les jours de 13h30 Ö 18h;
CENTRE;LOIRET;;MusÇe Gaston CoutÇ;"Espace culturel La Monnaye
22 Rue des Remparts";45130;MEUNG-SUR-LOIRE;0238225336;0238440302;www.meung-sur-loire.com;FermÇ pendant les vacances scolaires de Noâl, 1er mai et 1er novembre;Ouvert le mercredi et vendredi de 14h30 Ö 18h30, le samedi de 9h30 Ö 12h30, le dimanche de 15h Ö 18h;
